0.91898810;9.1899E-04
0.91904770;9.1905E-04
0.91904770;9.1905E-04
0.91916700;9.1917E-04
0.91922660;9.1923E-04
0.91922660;9.1923E-04
0.91922660;9.1923E-04
0.91922660;9.1923E-04
0.91922660;9.1923E-04
0.91928620;9.1929E-04
0.91928620;9.1929E-04
0.91928620;9.1929E-04
0.91928620;9.1929E-04
0.91928620;9.1929E-04
0.91934580;9.1935E-04
0.91934580;9.1935E-04
0.91934580;9.1935E-04
0.91934580;9.1935E-04
0.91934580;9.1935E-04
0.91934580;9.1935E-04
0.91934580;9.1935E-04
0.91934580;9.1935E-04
0.91934580;9.1935E-04
0.91934580;9.1935E-04
0.91934580;9.1935E-04
0.91940540;9.1941E-04
0.91940540;9.1941E-04
0.91940540;9.1941E-04
0.91940540;9.1941E-04
0.91946500;9.1947E-04
0.91946500;9.1947E-04
0.91946500;9.1947E-04
0.91946500;9.1947E-04
0.91946500;9.1947E-04
0.91946500;9.1947E-04
0.91946500;9.1947E-04
0.91946500;9.1947E-04
0.91952460;9.1952E-04
0.91952460;9.1952E-04
0.91952460;9.1952E-04
0.91952460;9.1952E-04
0.91952460;9.1952E-04
0.91952460;9.1952E-04
0.91952460;9.1952E-04
0.91952460;9.1952E-04
0.91952460;9.1952E-04
0.91952460;9.1952E-04
0.91952460;9.1952E-04
0.91952460;9.1952E-04
0.91952460;9.1952E-04
0.91952460;9.1952E-04
0.91952460;9.1952E-04
0.91952460;9.1952E-04
0.91958420;9.1958E-04
0.91958420;9.1958E-04
0.91958420;9.1958E-04
0.91958420;9.1958E-04
0.91958420;9.1958E-04
0.91958420;9.1958E-04
0.91958420;9.1958E-04
0.91958420;9.1958E-04
0.91958420;9.1958E-04
0.91958420;9.1958E-04
0.91958420;9.1958E-04
0.91958420;9.1958E-04
0.91958420;9.1958E-04
0.91958420;9.1958E-04
0.91958420;9.1958E-04
0.91958420;9.1958E-04
0.91964380;9.1964E-04
0.91964380;9.1964E-04
0.91964380;9.1964E-04
0.91964380;9.1964E-04
0.91964380;9.1964E-04
0.91964380;9.1964E-04
0.91964380;9.1964E-04
0.91964380;9.1964E-04
0.91964380;9.1964E-04
0.91964380;9.1964E-04
0.91964380;9.1964E-04
0.91964380;9.1964E-04
0.91964380;9.1964E-04
0.91964380;9.1964E-04
0.91964380;9.1964E-04
0.91970340;9.1970E-04
0.91970340;9.1970E-04
0.91970340;9.1970E-04
0.91970340;9.1970E-04
0.91970340;9.1970E-04
0.91970340;9.1970E-04
0.91970340;9.1970E-04
0.91970340;9.1970E-04
0.91970340;9.1970E-04
0.91970340;9.1970E-04
0.91970340;9.1970E-04
0.91970340;9.1970E-04
0.91970340;9.1970E-04
0.91970340;9.1970E-04
0.91970340;9.1970E-04
0.91970340;9.1970E-04
0.91970340;9.1970E-04
0.91970340;9.1970E-04
0.91970340;9.1970E-04
0.91970340;9.1970E-04
0.91976300;9.1976E-04
0.91976300;9.1976E-04
0.91976300;9.1976E-04
0.91976300;9.1976E-04
0.91976300;9.1976E-04
0.91976300;9.1976E-04
0.91976300;9.1976E-04
0.91976300;9.1976E-04
0.91976300;9.1976E-04
0.91976300;9.1976E-04
0.91976300;9.1976E-04
0.91982260;9.1982E-04
0.91982260;9.1982E-04
0.91982260;9.1982E-04
0.91982260;9.1982E-04
0.91982260;9.1982E-04
0.91982260;9.1982E-04
0.91982260;9.1982E-04
0.91988220;9.1988E-04
0.91988220;9.1988E-04
0.91988220;9.1988E-04
0.91988220;9.1988E-04
0.91988220;9.1988E-04
0.91988220;9.1988E-04
0.91988220;9.1988E-04
0.91988220;9.1988E-04
0.91988220;9.1988E-04
0.91988220;9.1988E-04
0.91994180;9.1994E-04
0.91994180;9.1994E-04
0.91994180;9.1994E-04
0.91994180;9.1994E-04
0.91994180;9.1994E-04
0.91994180;9.1994E-04
0.91994180;9.1994E-04
0.91994180;9.1994E-04
0.91994180;9.1994E-04
0.92000140;9.2000E-04
0.92000140;9.2000E-04
0.92000140;9.2000E-04
0.92000140;9.2000E-04
0.92000140;9.2000E-04
0.92006100;9.2006E-04
0.92006100;9.2006E-04
0.92006100;9.2006E-04
0.92006100;9.2006E-04
0.92006100;9.2006E-04
0.92006100;9.2006E-04
0.92006100;9.2006E-04
0.92012060;9.2012E-04
0.92012060;9.2012E-04
0.92012060;9.2012E-04
0.92012060;9.2012E-04
0.92012060;9.2012E-04
0.92012060;9.2012E-04
0.92012060;9.2012E-04
0.92012060;9.2012E-04
0.92012060;9.2012E-04
0.92012060;9.2012E-04
0.92012060;9.2012E-04
0.92018020;9.2018E-04
0.92018020;9.2018E-04
0.92018020;9.2018E-04
0.92018020;9.2018E-04
0.92018020;9.2018E-04
0.92018020;9.2018E-04
0.92023980;9.2024E-04
0.92023980;9.2024E-04
0.92023980;9.2024E-04
0.92023980;9.2024E-04
0.92023980;9.2024E-04
0.92023980;9.2024E-04
0.92023980;9.2024E-04
0.92023980;9.2024E-04
0.92029940;9.2030E-04
0.92029940;9.2030E-04
0.92035900;9.2036E-04
0.92035900;9.2036E-04
0.92035900;9.2036E-04
0.92035900;9.2036E-04
0.92035900;9.2036E-04
0.92035900;9.2036E-04
0.92035900;9.2036E-04
0.92035900;9.2036E-04
0.92035900;9.2036E-04
0.92041860;9.2042E-04
0.92041860;9.2042E-04
0.92041860;9.2042E-04
0.92041860;9.2042E-04
0.92041860;9.2042E-04
0.92047830;9.2048E-04
0.92047830;9.2048E-04
0.92047830;9.2048E-04
0.92047830;9.2048E-04
0.92053790;9.2054E-04
0.92053790;9.2054E-04
